Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road Width,Road Type,Build Area
"Land At Ramkot : Land For Sale In Ramkot, Kathmandu","green village, Ramkot, Kathmandu",Kathmandu,13000000,0,0,N/A,0,0-10-0-0 Aana,13 Feet , Gravelled,N/A Aana
"Polting Land At Dahachowk : Land For Sale In Dahachowk, Khahare, Kathmandu","dahachowk, Dahachowk, khahare, Kathmandu",Kathmandu,1050000,0,0,N/A,0,0-4-0-0 Aana,13 Feet , Gravelled,N/A Aana
"House For Rent : Business For Rent In Gongabu, Kathmandu","Gongabu, Gongabu, Kathmandu",Kathmandu,80000,13,0,4,0,4 Aana,13 Feet,NA,N/A Aana
"Beautiful House On Rent : Office Space For Rent In Khusibu, Kathmandu","medical chowk, Khusibu, Kathmandu",Kathmandu,370000,17,17,4,0,6 Aana,20 Feet , Blacktopped,N/A Aana
"Plotting Land For Sale At Gumti Chowk : Land For Sale In Budhanilkantha, Kathmandu","gumti chowk, Budhanilkantha, Kathmandu",Kathmandu,2600000,0,0,N/A,0,4 Aana,22 Feet , Blacktopped,N/A Aana
"Full Furnished House On Rent : House For Rent In Lazimpat, Kathmandu","uttar dokha, Lazimpat, Kathmandu",Kathmandu,150000,4,4,3,2,7 Aana,13 Feet,NA,N/A Aana
"House On SALE!! : House For Sale In Kapan, Kathmandu","Kapan height, Kapan, Kathmandu",Kathmandu,17000000,8,3,10,2,3.5 Aana,10 Feet , Soil Stabilized,3 Aana
"2.5 Storey New : House For Sale In Gothatar, Kathmandu","Buddhachwok, Gothatar, Kathmandu",Kathmandu,18500000,3,3,2.5,1,0-3-0-0 Aana,14 Feet , Gravelled,1026 Aana
"Land For Sale In Budhanilkantha, Kathmandu","deuba chowk, Budhanilkantha, Kathmandu",Kathmandu,3200000,0,0,N/A,0,7 Aana,13 Feet,NA,N/A Aana
"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,17000000,4,5,3,1,3 Aana,16 Feet , Gravelled,N/A Aana
"12 Ropani Land Is On Sale. : Land For Sale In Nirmal Pokhari, Pokhara","BharatPokhari-33, Nirmal Pokhari, Pokhara",Pokhara,2500000,0,0,N/A,0,12 Ropani,13 Feet , Soil Stabilized,12 Ropani
"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,6,3,1,4 Aana,20 Feet , Blacktopped,N/A Aana
"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu","NA, Budhanilkantha, Kathmandu",Kathmandu,29800000,5,5,3,2,4 Aana,15 Feet , Paved,N/A Aana
"30 Ropani Land For Sale. : Land For Sale In Nirmal Pokhari, Pokhara","Nirmal Pokhari-21, Nirmal Pokhari, Pokhara",Pokhara,2500000,0,0,N/A,0,30 Ropani,20 Feet , Blacktopped,30 Ropani
"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3,1,5.5 ana Aana,14 Feet , Gravelled,N/A Aana
"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Sundar Basti Bhangal, Budhanilkantha, Kathmandu",Kathmandu,29900000,7,6,3,2,5 Aana,20 Feet , Blacktopped,2700 Sq. Feet
"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,49000000,6,6,3,2,5.3 Aana,14 Feet , Blacktopped,N/A Aana
"Brand New : House For Sale In Buddhanagar, Kathmandu","buddhanagar, Buddhanagar, Kathmandu",Kathmandu,29900000,5,3,2.5,1,0-3-0-0 Aana,10 Feet , Concrete,N/A Aana
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,21000000,6,6,3,1,3 Aana,13 Feet , Paved,N/A Aana
"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,100000000,6,6,3,5,19 Aana,13 Feet , Blacktopped,N/A Aana
"Ganeschok Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,45000000,5,5,3,1,6 ana Aana,13 Feet , Blacktopped,N/A Aana
"Beautiful Shaped Land Italitar Hattigauda : Land For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,3500000,0,0,N/A,0,19 Aana,15 Feet , Blacktopped,N/A Aana
"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,33500000,6,6,3,1,4 Aana,14 Feet , Blacktopped,N/A Aana
"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,28500000,5,5,3,1,4 Aana,15 Feet , Gravelled,N/A Aana
"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,50000000,5,5,3,3,11 Aana,16 Feet , Blacktopped,N/A Aana
"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu","Na, Naya Bazar, Kathmandu",Kathmandu,35000000,5,5,3,2,5 Aana,20 Feet , Blacktopped,N/A Aana
"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,49000000,5,5,3,2,8.5 Aana,13 Feet , Gravelled,N/A Aana
"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu","Na, Thulo Bharyang, Kathmandu",Kathmandu,39000000,5,5,3,3,7 Aana,15 Feet , Blacktopped,N/A Aana
"Dhumbarahi 32 Ana Land : Land For Sale In Dhumbarahi, Kathmandu","Na, Dhumbarahi, Kathmandu",Kathmandu,6500000,0,0,N/A,0,32 Aana,20 Feet , Blacktopped,N/A Aana
"Grandy Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,6,3,1,4 Aana,13 Feet , Blacktopped,N/A Aana
"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,44500000,5,5,3,1,5 Aana,16 Feet , Blacktopped,N/A Aana
"Maharajganj Lands : Land For Sale In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,5500000,0,0,N/A,0,5 Aana,15 Feet , Blacktopped,N/A Aana
"Golfutar 8 Ana For Sale : Land For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,3700000,0,0,N/A,0,8 Aana,16 Feet , Blacktopped,N/A Aana
"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,29800000,5,5,3,1,4.1 Aana,16 Feet , Blacktopped,N/A Aana
"Baluwatar 16 Ana Land : Land For Sale In Baluwatar, Kathmandu","Na, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,N/A,0,16 Aana,12 Feet , Blacktopped,N/A Aana
"Jorpati Daachi Plotting Land : Land For Sale In Jorpati, Kathmandu","Na, Jorpati, Kathmandu",Kathmandu,1250000,0,0,N/A,0,5/5/6 Aana,20 Feet , Soil Stabilized,N/A Aana
"3.5 Ana Land On Sale In Kalanki : Land For Sale In Chandragiri, Kathmandu","Bishnudevi , Kalanki, Chandragiri, Kathmandu",Kathmandu,2000000,0,0,N/A,0,0-3-1-3 Aana,12 Feet , Gravelled,N/A Aana
"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur","Sanepa, Sanepa, Lalitpur",Lalitpur,45000000,3,2,13,1,1800 Sq. Feet,20 Feet , Blacktopped,1800 Sq. Feet
"५ रोपनी, १८ लाख प्रति आना, चोभार/ : Land For Sale In Machhegaun, Kirtipur","Chobhar, Machhegaun, Kirtipur",Kirtipur,1800000,0,0,N/A,0,5-0-0-0 Ropani,20 Feet , Blacktopped,N/A Aana
"टुक्रा जग्गा चोभार हाइट मा बिक्रीमा : Land For Sale In Machhegaun, Kirtipur","Chobhar Height, Machhegaun, Kirtipur",Kirtipur,2000000,0,0,N/A,0,"4,5,6,7,8 aana Aana",13 Feet , Blacktopped,N/A Aana
"Land For Sale In Bardibas, Mahottari","Sindhuli, Ratmata, Bardibas, Mahottari",Mahottari,220000,0,0,0,0,10935 Sq. Feet,6 Meter , Soil Stabilized,10935 Sq. Feet
"Attractive Land For Rent - Suitable For Factory : Land For Rent In Bhadrapur, Jhapa","Sangam Marga, Bhadrapur, Jhapa",Jhapa,200000,0,0,N/A,0,20 Kattha,20 Feet , Gravelled,N/A Aana
"Land At Simara Bazar : Land For Sale In Nijghadh, Bara","Simara Bazar, Nijghadh, Bara",Bara,280000,0,0,N/A,0,0-3-0-0 Kattha,0 Feet , Soil Stabilized,N/A Aana
"Flat For Rent In Imadol, Lalitpur","OCHHU height, Imadol, Lalitpur",Lalitpur,15000,2,1,3,0,700 Sq. Feet,14 Feet , Gravelled,700 Sq. Feet
"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu","Bhimsengola, Bhimsengola, Baneshwor, Kathmandu",Kathmandu,38700000,6,5,3,3,0-4-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu","Bhimsengola, Old Baneshwor, Kathmandu",Kathmandu,39000000,6,5,3,3,0-4-0-0 Aana,13 Feet , Blacktopped,2300 Sq. Feet
"Dhapakhel : Land For Sale In Dhapakhel, Lalitpur","Dhapakhel, Dhapakhel, Lalitpur",Lalitpur,1200000,0,0,N/A,0,3.3 Aana,20 Feet , Soil Stabilized,N/A Aana
"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,15000000,4,2,1.5,1,0-4-3-0 Aana,18 Feet , Concrete,151 Sq. Feet
"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu","Nearby ekdhara chwok, Thulo Bharyang, Kathmandu",Kathmandu,155000000,9,6,5.5,31,0-14-2-0 Aana,20 Feet , Blacktopped,24000 Aana
"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu","Subidhanagar,Tinkune, Tinkune, Kathmandu",Kathmandu,32500000,4,3,2,4,5.75 Aana,11 Feet , Blacktopped,N/A Aana
"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur","Dhobighat, Dhobighat, Lalitpur",Lalitpur,90000000,4,2,2.5,3,0-20-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"2BHK FLAT ON RENT AT BALAJU BORATAR (NEAR BANASTHALI KHARIBOT) : House For Rent In Balaju, Kathmandu","Balaju, Kathmandu, Balaju, Kathmandu",Kathmandu,15000,2,1,N/A,1,3 Aana,13 Feet , Gravelled,2.75 Aana
"Hattiban Height : House For Rent In Hattiban, Lalitpur","Setipakha, Hattiban, Lalitpur",Lalitpur,150000,5,3,3,1,10 Aana,17 Meter , Blacktopped,4 Aana
"Land In Chabahil For Sale : Land For Sale In Chabahil, Kathmandu","Ganeshthan Temple, Chabahil, Kathmandu",Kathmandu,4500000,0,0,N/A,0,0-6-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"New House On Sale In Imadol Height : House For Sale In Imadol, Lalitpur","Ochu Height, Imadol, Lalitpur",Lalitpur,19000000,0,4,3,1,3.1.2 Aana,13 Feet , Gravelled,3 Aana
"2.5 Storey : House For Sale In Sitapaila, Kathmandu","near Aadeshwor Planning, Sitapaila, Kathmandu",Kathmandu,21000000,6,5,2.5,1,0-4-0-0 Aana,14 Feet , Concrete,2200 Aana
"House For Sale In Imadol, Lalitpur","Opposite of green hill city, Imadol, Lalitpur",Lalitpur,21500000,5,3,2.5,1,0-3-1-0 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"House For Sale In Imadol, Lalitpur","Opposite of Green Hill city, Imadol, Lalitpur",Lalitpur,22500000,6,3,2.5,1,0-3-2-0 Aana,20 Feet , Blacktopped,N/A Sq. Feet
"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu","Golfutar, Budhanilkantha, Golfutar, Kathmandu",Kathmandu,35000000,4,4,2,2,0-7-0-0 Aana,20 Feet , Gravelled,N/A Aana
"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu","Mandikatar Height Near Hams Hospital, Mandikatar, Kathmandu",Kathmandu,60000000,5,4,2,2,0-14-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"Attractive 11 Anna House For Sale At Dhumbarahi, Inside Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Inside Ring Road, Dhumbarahi, Kathmandu",Kathmandu,75000000,0,4,2,0,0-11-0-0 Aana,18 Feet , Blacktopped,N/A Aana
"House For Sale In Basundhara, Kathmandu","Basundhara, Shree Tol, Basundhara, Kathmandu",Kathmandu,36500000,4,3,2,1,0-5-0-0 Aana,15 Feet , Gravelled,N/A Aana
"5 Anna Fully Furnished Bungalow For Sale At Hattigauda, Very Near Highway. : House For Sale In Hattigauda, Kathmandu","Hattigauda, Near Highway, Hattigauda, Kathmandu",Kathmandu,37500000,4,3,2,1,0-5-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"8, 9 And 10 Anna Plot Of Land For Sale At Budhanilkantha Inside Siddhartha Colony. : Land For Sale In Budhanilkantha, Kathmandu","Budhanilkantha Inside Siddhartha Colony, Budhanilkantha, Kathmandu",Kathmandu,3800000,0,0,N/A,0,"0-8,9,10-0-0 Aana",16 Feet , Blacktopped,N/A Aana
"16 Anna Land For Sale At Baluwatar Near Alice Restaurant. : Land For Sale In Baluwatar, Kathmandu","Baluwatar Near Alice Restaurant, Baluwatar, Kathmandu",Kathmandu,5700000,0,0,N/A,0,1-0-0-0 Ropani,15 Feet , Blacktopped,N/A Aana
"3.1 Anna Brand New House For Sale At Greenland Tokha Near Grande : House For Sale In Tokha, Kathmandu","Greenland Tokha Near Grande, Tokha, Kathmandu",Kathmandu,25000000,4,3,2,1,0-3.1-0-0 Aana,12 Feet , Gravelled,N/A Aana
"2 Modern Bungalows For Sale At Greenland. : House For Sale In Tokha, Kathmandu","Greenland, Tokha, Kathmandu",Kathmandu,38500000,0,4,2,3,0-6.5/8-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"East Facing 6 Anna Land At Rudreshwor, Budhanilkantha, (Road - 20 Ft.) : Land For Sale In Budhanilkantha, Kathmandu","Rudreshwor, Budhanilkantha, (road - 20 Ft.), Budhanilkantha, Kathmandu",Kathmandu,3500000,0,0,N/A,0,0-6-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"Brand New House For Sale At Bhangal, Budhanilkantha In 20 Feet Road. : House For Sale In Budhanilkantha, Kathmandu","Bhangal sangyukta buspark , budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,24000000,4,3,2,1,0-4-0-0 Aana,14 Feet , Blacktopped,N/A Aana
"4.75 Brand New Attractive House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu","Basundhara, Shree Tol, Basundhara, Kathmandu",Kathmandu,35500000,4,3,3,1,0-4.75-0-0 Aana,15 Feet , Gravelled,N/A Aana
"CLassical Durbar Style 1 Ropani Bungalow For Sale At Chapali : House For Sale In Chapali, Kathmandu","Chapali, Chapali, Kathmandu",Kathmandu,110000000,4,4,N/A,0,1-0-0-0 Ropani,16 Feet , Blacktopped,N/A Aana
"5 Anna New House For Sale At Bishalnagar, (1 Floor Underground) : House For Sale In Hadigaun, Kathmandu","Bishalnagar, Hadigaun, Kathmandu",Kathmandu,55000000,4,3,N/A,2,0-5-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35500000,4,4,2,2,0-5.5-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"5 BHK Attractive Semi Bungalow For Sale At Baniyatar, Tokha : House For Sale In Tokha, Kathmandu","Baniyatar, Tokha, Tokha, Kathmandu",Kathmandu,29500000,4,3,2,1,0-4-0-0 Aana,13 Feet , Blacktopped,N/A Aana
"8.2 Anna Full Furnished Bungalow For Sale At Pasikot, Budhanilkantha : House For Sale In Pasikot, Kathmandu","Pasikot, Budhanilkantha, Highway bata 800 meter west., Pasikot, Kathmandu",Kathmandu,49500000,0,4,2,3,0-8.2--0 Aana,16 Feet , Blacktopped,N/A Aana
"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk , Colony Bhitra, Sukedhara, Kathmandu",Kathmandu,95000000,0,4,2,0,0-17.3-0- Aana,15 Feet , Blacktopped,N/A Aana
"4.5 Anna Attractive Brand New House For Sale At Jyotinagar, Baluwakhani : House For Sale In Kapan, Kathmandu","Jyotinagar, Baluwakhani, Kapan, Kathmandu",Kathmandu,28000000,4,3,2,2,0-4.5-0-0 Aana,14 Feet , Blacktopped,N/A Aana
"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Siddhartha Colony, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,45000000,4,4,N/A,3,0-7-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"Magnificent 21 Anna Bungalow For Sale Pasikot, 800 Meters From Main Highway : House For Sale In Pasikot, Kathmandu","Pasikot, 800 M From Main Highway, Pasikot, Kathmandu",Kathmandu,80000000,0,4,N/A,0,0-21-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu","Dhapasi Height, Dhapasi, Kathmandu",Kathmandu,35000000,4,4,2,2,0-5-0-0 Aana,15 Feet , Blacktopped,2500 Sq. Feet
"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu","Location: Kathmandu > Chapali (Budhanilkantha), Chapali, Kathmandu",Kathmandu,57500000,4,4,2,4,0-12-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, 150 Mtr From Ring Road., Dhumbarahi, Kathmandu",Kathmandu,300000000,4,4,N/A,0,0-52-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu","Hepali Height, Golfutar., Golfutar, Kathmandu",Kathmandu,55000000,4,4,2,3,0-9-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu","Maharajgunj In Above 20 Feet Road., Maharajgunj, Kathmandu",Kathmandu,67500000,4,4,N/A,4,0-9-0-0 Aana,20 Feet , Blacktopped,N/A Aana
"8 Anna Bungalow For Sale At Maharajgunj Just Behind Australian Embassy : House For Sale In Maharajgunj, Kathmandu","Maharajgunj Just Behind Australian Embassy, Maharajgunj, Kathmandu",Kathmandu,55000000,4,3,2,3,0-8-0-0 Aana,14 Feet , Blacktopped,N/A Aana
"Brand New House For Sale At Samakhusi, Only 150 Meters From Ring Road. : House For Sale In Samakhusi, Kathmandu","Samakhusi, Only 150 Meters From Ring Road, Samakhusi, Kathmandu",Kathmandu,35000000,6,3,2,2,0-5-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"6 Anna 5 Bhk House For Sale At Budhanilkantha, 100 Mtrs From Main Road : House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, 100 Mtrs From Main Road, Budhanilkantha, Kathmandu",Kathmandu,36000000,5,4,2,2,0-6-0-0 Aana,15 Feet , Blacktopped,N/A Aana
"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu","Kapan Height, Kapan, Kathmandu",Kathmandu,26000000,4,3,2,2,0-4-0-0 Aana,14 Feet , Blacktopped,N/A Aana
"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu","Golfutar, Hepali Height, Golfutar, Kathmandu",Kathmandu,47500000,5,4,2,3,0-9-0-0 Aana,16 Feet , Blacktopped,N/A Aana
"Kapan Height Small Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,18200000,5,5,3,1,3.2 Aana,13 Feet , Blacktopped,N/A Aana
"Beautiful : House For Rent In Bishal Nagar, Kathmandu","Bishal Basti, Bishal Nagar, Kathmandu",Kathmandu,200000,13,5,3.5,1,0-10-0-0 Aana,16 Feet , Paved,7000 Aana
"Kapan Height Home : House For Sale In Kapan, Kathmandu","Na, Kapan, Kathmandu",Kathmandu,26000000,6,5,3,1,4 Aana,14 Feet , Blacktopped,N/A Aana
"Swayambhu Thulobharyang Home : House For Sale In Swayambhu, Kathmandu","Na, Swayambhu, Kathmandu",Kathmandu,39000000,5,5,3,2,7 Aana,14 Feet , Paved,N/A Aana
"Sitapaila Thapachwok Land On Sale : Land For Sale In Sitapaila, Kathmandu","thapachowk, Sitapaila, Kathmandu",Kathmandu,2300000,0,0,N/A,0,5.1 Aana,12 Feet , Soil Stabilized,N/A Aana
"Bungalow On Rent At Mandikatar, Dhumbharai : House For Rent In Mandikatar, Kathmandu","Mandikhatar, Mandikatar, Kathmandu",Kathmandu,120000,4,4,2,1,8 Aana,14 Feet , Blacktopped,6 Aana
"Hattigauda New Bungalow : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,33500000,5,5,3,2,5.5 Aana,13 Feet , Gravelled,N/A Aana
"Basundhara Bungalow : House For Sale In Basundhara, Kathmandu","Na, Basundhara, Kathmandu",Kathmandu,39900000,5,6,3,2,7 Aana,14 Feet , Blacktopped,N/A Aana
"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur","Westar Apartment, Balkumari, Lalitpur",Lalitpur,18000000,3,2,4,1,1259 Sq. Feet,0 Feet,NA,1259 Sq. Feet
"Mandikatar Height New Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,32500000,8,7,4,1,4 Aana,20 Feet , Blacktopped,N/A Aana
"Pasikot Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,29000000,5,5,3,2,5 Aana,14 Feet , Gravelled,N/A Aana
"26 Per Anna- Grande Hospital Near : Land For Sale In Tokha, Kathmandu","Grande Hospital, Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,2600000,0,0,N/A,0,4 Aana,15 Feet,NA,4 Aana
"Budhanilkantha 6 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,36000000,5,5,3,1,6 Aana,13 Feet , Blacktopped,N/A Aana
"Hepali Bungalow For Sale : House For Sale In Golfutar, Kathmandu","Na, Golfutar, Kathmandu",Kathmandu,47500000,4,5,3,3,9 Aana,15 Feet , Soil Stabilized,N/A Aana
"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu","Manamaiju, Gongabu, Kathmandu, Tarkeshwor, Kathmandu",Kathmandu,28000000,0,0,N/A,0,4 Aana,12 Feet , Blacktopped,4 Aana
"Land For Sale In Prime Location Bhadrakali, Budhanikantha ~ 28 Aana : Land For Sale In Budhanilkantha, Kathmandu","Khadka Bhadrakali, Ward #7, Budhanilkantha, Kathmandu",Kathmandu,4000000,0,0,N/A,0,1-12-0-0 Ropani,210 Feet , Blacktopped,N/A Aana
"House For Sale In Imadol, Lalitpur","sital height, Imadol, Lalitpur",Lalitpur,15000000,5,3,2.5,1,0-2-2-0 Aana,13 Feet , Gravelled,1400 Sq. Feet
"Full- Furnished : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,20000000,6,3,2.5,2,0-3-2-0 Aana,13 Feet , Gravelled,1900 Sq. Feet
"Samakhusi Homes : House For Sale In Samakhusi, Kathmandu","Na, Samakhusi, Kathmandu",Kathmandu,23000000,6,5,3,1,3.5 Aana,13 Feet , Gravelled,N/A Aana
"New : House For Sale In Imadol, Lalitpur","Sital height, Imadol, Lalitpur",Lalitpur,18500000,5,2,2.5,1,0-3-2-0 Aana,13 Feet , Gravelled,2000 Aana
"Hattigauda Semibungalow New Home : House For Sale In Hattigauda, Kathmandu","Na, Hattigauda, Kathmandu",Kathmandu,24500000,6,5,3,1,4 Aana,22 Feet , Gravelled,N/A Aana
"Bhangal Brand New Home : House For Sale In Bhangal, Kathmandu","Na, Bhangal, Kathmandu",Kathmandu,23800000,6,6,3,1,4 Aana,18 Feet , Blacktopped,N/A Aana
"Greenland Brand New Bungalow : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,39000000,6,6,3,2,6.5 Aana,15 Feet , Soil Stabilized,N/A Aana
"Brand New Bungalow , Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,31000000,5,5,3,1,4.5 Aana,14 Feet , Paved,N/A Aana
"Tokha Greenland New Home : House For Sale In Tokha, Kathmandu","Na, Tokha, Kathmandu",Kathmandu,29000000,6,5,3,1,4 Aana,13 Feet , Gravelled,N/A Aana
"Greenland New Home For Sale : House For Sale In Grande Villa, Kathmandu","Na, Grande Villa, Kathmandu",Kathmandu,25000000,6,5,3,1,3.5 Aana,13 Feet , Gravelled,N/A Aana
"Maharajganj Bungalow For Sale : House For Sale In Maharajgunj, Kathmandu","Na, Maharajgunj, Kathmandu",Kathmandu,56000000,5,5,3,2,8 Aana,15 Feet , Blacktopped,N/A Aana
